o_zone_id,d_zone_id,distance,node_sequence,link_sequence
1000007,1000024,44564.91,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1500161;1500149;1000024,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000149;1000150;1000659
1000007,1000025,27709.84,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1000025,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1001003
1000007,1000026,30861.42,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101
1000007,1000027,24856.92,1000007;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1001036;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000007,1000028,76571.46,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000007,1000029,12856.50,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105
1000007,1000030,38864.32,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1000030,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1001107
1000007,1000031,60567.74,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000007,1000032,44413.82,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1000013;1500189;1500190;1000032,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000561;1000738;1000180;1000741
1000007,1000033,39563.94,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1500161;1000033,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000149;1000683
1000007,1000034,80569.71,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000007,1000035,51566.21,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000007,1000036,66568.71,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000007,1000037,42565.90,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1500114;1000001;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000121;1000589;1000742;1000188;1000189;1000190;1000191;1000192;1000193;1000823
1000007,1000038,11705.91,1000007;1500308;1500319;1500307;1500306;1500312;1000011;1500099;1500108;1000038,1000976;1000295;1000296;1000297;1000298;1000985;1000558;1000095;1000577
1000007,1000039,49867.18,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1500361;1500366;1500373;1500374;1500367;1500376;1000039,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1000357;1000358;1000359;1000360;1000361;1000362;1001113
1000007,1000040,34563.02,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500187;1500115;1500121;1500152;1500175;1000040,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000734;1000145;1000146;1000147;1000148;1000711
1000007,1000041,39563.29,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1000041,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000579
1000007,1000042,15854.84,1000007;1500014;1500026;1500020;1500067;1500061;1000042,1000388;1000022;1000023;1000024;1000025;1000483
1000007,1000043,20855.89,1000007;1500014;1500026;1500020;1500067;1500061;1500064;1000043,1000388;1000022;1000023;1000024;1000025;1000026;1000489
1000007,1000044,51566.96,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1000044,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000889
1000007,1000045,12853.78,1000007;1500014;1500026;1500020;1500067;1000045,1000388;1000022;1000023;1000024;1000495
1000007,1000046,56568.06,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1000046,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000891
1000007,1000047,67570.25,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500324;1500315;1500332;1500321;1500318;1500313;1500326;1500309;1000008;1500249;1500256;1500264;1500265;1500254;1500266;1000047,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1001008;1000301;1000302;1000303;1000304;1000305;1000306;1000307;1000979;1000858;1000246;1000247;1000248;1000249;1000250;1000893
1000007,1000048,48715.42,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1500368;1500380;1500357;1500359;1500370;1000026;1500151;1500174;1500160;1500148;1500183;1000048,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1000352;1000353;1000354;1000355;1000356;1001101;1000662;1000124;1000125;1000126;1000127;1000727
1000007,1000049,57566.34,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050;1500111;1500106;1500104;1500100;1500109;1500097;1500098;1500110;1000049,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733;1000582;1000099;1000100;1000101;1000102;1000103;1000104;1000105;1000581
1000007,1000050,21708.82,1000007;1500362;1500369;1500360;1500358;1500363;1500375;1500372;1000029;1500154;1500142;1500186;1000050,1001084;1000346;1000347;1000348;1000349;1000350;1000351;1001105;1000668;1000119;1000120;1000733
1000008,1000001,18855.53,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1000001,1000760;1000183;1000184;1000185;1000186;1000187;1000743
1000008,1000002,35860.61,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1500276;1500267;1000002,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000895
1000008,1000003,19856.52,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1000003,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000749
1000008,1000004,37861.64,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1000004,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000265;1000899
1000008,1000005,81566.82,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1500126;1000005,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000157;1000613
1000008,1000006,27858.42,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1000006,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000755
1000008,1000007,42863.71,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1500271;1000007,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000267;1000903
1000008,1000009,38709.37,1000008;1500249;1500256;1000023;1500320;1500327;1500329;1500317;1500331;1500323;1500311;1000009,1000858;1000246;1000873;1001000;1000309;1000310;1000311;1000312;1000313;1000314;1000983
1000008,1000010,5851.78,1000008;1500097;1500098;1000010,1000554;1000104;1000557
1000008,1000011,33709.90,1000008;1500200;1500237;1500204;1500215;1500221;1000025;1500088;1500093;1500085;1500089;1500090;1500081;1000011,1000760;1000183;1000184;1000185;1000186;1000803;1000536;1000080;1000081;1000082;1000083;1000084;1000523
1000008,1000012,52566.39,1000008;1500200;1500237;1500204;1500215;1500221;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1000012,1000760;1000183;1000184;1000185;1000186;1000803;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000401
1000008,1000013,7852.64,1000008;1500200;1500237;1500204;1000013,1000760;1000183;1000184;1000769
1000008,1000014,49713.33,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633
1000008,1000015,46864.74,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1500271;1500280;1000015,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000267;1000268;1000921
1000008,1000016,29859.38,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1000016,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000775
1000008,1000017,37712.11,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1000017,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1001095
1000008,1000018,17853.75,1000008;1500097;1500098;1500110;1500102;1000018,1000554;1000104;1000105;1000106;1000565
1000008,1000019,28706.87,1000008;1500200;1500237;1500204;1500215;1500221;1000025;1500088;1500093;1500085;1000019,1000760;1000183;1000184;1000185;1000186;1000803;1000536;1000080;1000081;1000531
1000008,1000020,18855.07,1000008;1500249;1500256;1500264;1500265;1500254;1000020,1000858;1000246;1000247;1000248;1000249;1000869
1000008,1000021,11853.59,1000008;1500200;1500237;1500204;1500215;1000021,1000760;1000183;1000184;1000185;1000791
1000008,1000022,40862.68,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1500276;1500267;1500269;1500287;1000022,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000263;1000264;1000265;1000266;1000935
1000008,1000023,4851.82,1000008;1500249;1500256;1000023,1000858;1000246;1000873
1000008,1000024,37710.51,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1000024,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000657
1000008,1000025,15854.54,1000008;1500200;1500237;1500204;1500215;1500221;1000025,1000760;1000183;1000184;1000185;1000186;1000803
1000008,1000026,23857.47,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809
1000008,1000027,67570.58,1000008;1500200;1500237;1500204;1500215;1500221;1000025;1500088;1500093;1000050;1500356;1500344;1500348;1500351;1500339;1500334;1500336;1500345;1500338;1500341;1500340;1500355;1500353;1500354;1500347;1000027,1000760;1000183;1000184;1000185;1000186;1000803;1000536;1000080;1000547;1001072;1000324;1000325;1000326;1000327;1000328;1000329;1000330;1000331;1000332;1000333;1000334;1000335;1000336;1000338;1001055
1000008,1000028,33857.40,1000008;1500249;1500256;1500264;1500265;1500254;1500266;1500259;1000028,1000858;1000246;1000247;1000248;1000249;1000250;1000251;1000879
1000008,1000029,29857.56,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1000029,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000949
1000008,1000030,31860.37,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1000030,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000192;1000817
1000008,1000031,53563.80,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1000031,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000677
1000008,1000032,16704.24,1000008;1500200;1500237;1500204;1000013;1500189;1500190;1000032,1000760;1000183;1000184;1000769;1000738;1000180;1000741
1000008,1000033,32709.54,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1000033,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000681
1000008,1000034,73565.77,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1500163;1000034,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000156;1000687
1000008,1000035,44562.27,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1000048;1500184;1500166;1000035,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000727;1000728;1000152;1000693
1000008,1000036,59564.76,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1500160;1500148;1500183;1500165;1500136;1000014;1500137;1500158;1500169;1000036,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000125;1000126;1000127;1000128;1000129;1000633;1000634;1000154;1000155;1000699
1000008,1000037,34861.31,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000192;1000193;1000823
1000008,1000038,31858.57,1000008;1500273;1500298;1500278;1500285;1500291;1500304;1500282;1500294;1500296;1000038,1000906;1000255;1000256;1000257;1000258;1000259;1000260;1000261;1000262;1000953
1000008,1000039,42713.08,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1500197;1500207;1500228;1500231;1000037;1500374;1500367;1500376;1000039,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000190;1000191;1000192;1000193;1000823;1001108;1000361;1000362;1001113
1000008,1000040,27708.61,1000008;1500200;1500237;1500204;1500215;1500221;1500191;1500194;1500224;1000026;1500151;1500174;1000040,1000760;1000183;1000184;1000185;1000186;1000187;1000188;1000189;1000809;1000662;1000124;1000709
1000008,1000041,3851.71,1000008;1500200;1500237;1000041,1000760;1000183;1000835
1000008,1000042,58568.50,1000008;1500200;1500237;1500204;1500215;1500221;1000025;1500088;1500093;1000050;1500073;1500029;1500041;1500055;1500017;1500004;1500010;1500032;1500014;1500026;1500020;1500067;1500061;1000042,1000760;1000183;1000184;1000185;1000186;1000803;1000536;1000080;1000547;1000506;1000014;1000015;1000016;1000017;1000018;1000019;1000020;1000021;1000022;1000023;1000024;1000025;1000483
